target_delay_min,mean_recent_delay
16.957565,15.49514102935791
39.70522,41.78749084472656
12.963828,6.372078895568848
8.422715,7.821349143981934
18.265604,19.976913452148438
18.017855,19.586782455444336
14.699934,17.65768051147461
3.7679243,3.6744565963745117
19.645136,20.642730712890625
0.0,1.2167421579360962
3.41546,6.330904960632324
16.180515,10.57075023651123
0.6270277,2.481741428375244
6.18187,9.971667289733887
4.761888,1.5854572057724
43.772537,40.920528411865234
18.007227,18.059253692626953
20.159107,22.711992263793945
5.930095,5.962739944458008
0.0,5.344280242919922
22.500074,20.46659278869629
21.964771,20.43624496459961
7.758591,13.562030792236328
51.706768,46.91276168823242
15.8870125,19.841938018798828
7.154298,8.995564460754395
6.6426167,2.2079782485961914
38.715603,39.351749420166016
5.4909253,3.244088649749756
38.784897,26.982421875
31.742617,22.63851547241211
36.95209,37.21882247924805
4.787404,5.66583776473999
46.725334,38.6934814453125
22.127449,17.816864013671875
52.964375,46.34352493286133
3.4276488,2.873256206512451
15.8126955,10.5880126953125
5.3923926,8.48764705657959
16.662834,12.828004837036133
5.3326764,1.762452244758606
8.343064,12.831040382385254
10.4125185,6.461787223815918
18.688757,14.352243423461914
8.509095,8.694753646850586
20.129238,17.020675659179688
23.388258,21.39402198791504
2.7277246,6.126090049743652
1.71806,4.288257122039795
25.35943,22.041078567504883
44.988438,42.20356750488281
0.4953318,6.814084053039551
22.87825,17.726606369018555
11.506797,12.285197257995605
0.37968677,3.21649432182312
38.530155,43.278839111328125
19.911629,23.424354553222656
1.0822632,2.266819715499878
14.310388,18.55890464782715
9.887033,9.424774169921875
20.447214,26.052095413208008
4.1749806,6.068767547607422
7.4608297,5.0461506843566895
0.0,3.4542453289031982
22.642164,18.605884552001953
9.694632,6.936649799346924
2.225932,6.11775016784668
2.0961177,3.414426803588867
2.2560377,1.112596035003662
6.7462893,7.42745304107666
2.2473223,5.479177474975586
23.284842,26.263580322265625
26.635746,20.752763748168945
13.33054,6.3216423988342285
11.851028,6.79958438873291
34.16303,38.7265739440918
13.52024,7.038102626800537
15.781816,15.641332626342773
0.061834555,2.800611734390259
9.934067,11.841354370117188
20.160461,11.97862720489502
9.922596,6.281185150146484
0.0,1.0346871614456177
0.0,1.9531830549240112
28.929758,35.980735778808594
14.136979,18.484695434570312
9.119951,12.171411514282227
12.6842,10.31623649597168
47.34959,44.446372985839844
11.438995,7.954592227935791
6.624014,12.7113037109375
11.932751,10.854528427124023
21.567976,18.788681030273438
8.338744,6.7301740646362305
